Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
"Dallas Keuchel","CHW",162,0.0212844,,0.24366972,,,0.37908257,0.07045872,,,,0.28550459,,,,"Dallas Keuchel",9434,572971
"David Hale","PHI",26.2,0.46854664,,,,,0.0867679,,0.20173536,,,0.24295011,,,,"David Hale",9756,571735
"Joe Kelly","LAD",44,0.07724719,,,,,0.33005618,,,0.43117978,,0.16151685,,,,"Joe Kelly",9761,523260
"Garrett Richards","BOS",136.2,0.53024453,,,,,0.00557701,0.27370227,0.12097812,0.000858,,0.06864007,,,,"Garrett Richards",9784,572070
"Rex Brothers","CHC",53,0.655,,,,,0.001,0.344,,,,,,,,"Rex Brothers",9794,571521
"Miles Mikolas","STL",44.2,0.2651622,,,,,0.22849083,0.25669958,0.17630465,0.00141044,,0.0719323,,,,"Miles Mikolas",9803,571945
"Sergio Romo","OAK",61.2,0.02013423,,,,,0.3135187,0.55704698,,,,0.1093001,,,,"Sergio Romo",9817,489265
"Brandon Kintzler","PHI",29.2,0.00585938,,,,,0.7421875,0.13867188,0.00390625,,,0.109375,,,,"Brandon Kintzler",9939,445213
"Mike Minor","KCR",158.2,0.42846242,,,,,0.00038153,0.21861885,,0.15681038,,0.19572682,,,,"Mike Minor",10021,501985
"Tyler Matzek","ATL",63,0.70637899,,,,,,0.26829268,0.02532833,,,,,,,"Tyler Matzek",10058,554431
"Brooks Raley","HOU",49,0.07052023,,0.32369942,,,0.15144509,0.2867052,0.12947977,,,0.03815029,,,,"Brooks Raley",10061,548384
"Caleb Thielbar","MIN",64,0.49005425,,,,,,0.34358047,0.16274864,0.00090416,,0.00271248,,,,"Caleb Thielbar",10078,573204
"Kyle Gibson","- - -",182,0.12599792,,0.14960083,,,0.34015967,0.16174939,0.08885804,,,0.13363415,,,,"Kyle Gibson",10123,502043
"Stephen Strasburg","WSN",21.2,0.29834254,,,,,0.24033149,,0.30110497,,,0.16022099,,,,"Stephen Strasburg",10131,544931
"Brad Boxberger","MIL",64.2,0.55959032,,,,,,0.23836127,,,,0.20204842,,,,"Brad Boxberger",10133,502202
"Aroldis Chapman","NYY",56.1,0.56573705,,,0.11055777,,0.05677291,0.26693227,,,,,,,,"Aroldis Chapman",10233,547973
"Ryan Tepera","- - -",61.1,0.33298319,,,,,0.10714286,0.44852941,0.0052521,,,0.10609244,,,,"Ryan Tepera",10291,572193
"Zack Wheeler","PHI",213.1,0.42428973,,0.25007805,0.00031221,,0.18295348,,0.10615048,,,0.03621605,,,,"Zack Wheeler",10310,554430
"Erasmo Ramírez","DET",26.2,0.06632653,,0.45153061,,,0.3877551,0.00765306,0.00510204,,,0.08163265,,,,"Erasmo Ramirez",10314,541640
"Juan Minaya","MIN",40,0.51441578,,,,,,0.03641882,,,,0.4491654,,,,"Juan Minaya",10341,573668
"Aaron Loup","NYM",56.2,,,0.32893157,,,0.51860744,,0.06602641,,,0.08643457,,,,"Aaron Loup",10343,571901
"Mychal Givens","- - -",51,0.46735395,,,,,,0.15693013,,,,0.37571592,,,,"Mychal Givens",10430,571710
"Jimmy Nelson","LAD",29,0.33078394,,,,,,0.3250478,,0.34416826,,,,,,"Jimmy Nelson",10547,519076
"Chris Sale","BOS",42.2,0.47554348,,,,,0.01358696,0.31521739,,,,0.19565217,,,,"Chris Sale",10603,519242
"Drew Hutchison","DET",21.1,0.46312684,,,,,0.06489676,0.35693215,,,,0.11504425,,,,"Drew Hutchison",10732,571800
"Shane Greene","- - -",23.2,0.01068376,,0.29273504,,,0.33547009,0.28205128,,,,0.07905983,,,,"Shane Greene",10756,572888
"Mike Foltynewicz","TEX",139,0.29382826,,,,,0.21779964,0.23703041,0.12477639,,,0.1265653,,,,"Mike Foltynewicz",10811,592314
"Chasen Shreve","PIT",56.1,0.4017094,,,0.36858974,,0.00106838,0.22863248,,,,,,,,"Chasen Shreve",10855,592741
"Jacob deGrom","NYM",92,0.57422512,,,,,,0.33360522,0.00326264,,,0.08890701,,,,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",158,0.31958763,,0.1414433,,,0.1843299,,0.18061856,,,0.17402062,,,,"Merrill Kelly",11156,518876
"Vince Velasquez","- - -",94.1,0.49942857,,,,,0.044,0.13771429,,0.16628571,,0.15257143,,,,"Vince Velasquez",11189,592826
"Casey Sadler","SEA",40.1,0.00344234,,0.40791738,,,0.27022375,,0.31497418,,,0.00344234,,,,"Casey Sadler",11209,594987
"Sean Nolin","WSN",26.2,0.46092184,,0.23446894,,,0.00601202,0.00200401,0.13627255,0.00400802,,0.15631263,,,,"Sean Nolin",11341,543594
"Jose Quintana","- - -",63,0.40806452,,,,,0.17822581,,0.26774194,,,0.14596774,,,,"Jose Quintana",11423,500779
"Drew Pomeranz","SDP",25.2,0.75348837,,,,,,,,0.24651163,,,,,,"Drew Pomeranz",11426,519141
"Brandon Workman","- - -",28,0.35339806,,0.13786408,,,,,,0.50873786,,,,,,"Brandon Workman",11428,519443
"Robbie Ray","TOR",193.1,0.59248647,,,,,0.00254696,0.30818211,,0.06080866,,0.0359758,,,,"Robbie Ray",11486,592662
"Joely Rodríguez","- - -",46.1,0.15768725,,,,,0.42969777,0.03810775,,,,0.37450723,,,,"Joely Rodriguez",11487,570257
"Aaron Sanchez","SFG",35.1,0.18655462,,,,,0.30588235,,0.30588235,,,0.20168067,,,,"Aaron Sanchez",11490,592717
"José Ureña","DET",100.2,0.16056671,,,,,0.47284534,0.23022432,,,,0.13636364,,,,"Jose Urena",11589,570632
"Heath Hembree","- - -",58,0.52293578,,,,,,0.47247706,0.00458716,,,,,,,"Heath Hembree",11632,592390
"Jameson Taillon","NYY",144.1,0.49620573,,0.05775717,,,0.05438449,0.14165261,0.19139966,,,0.05860034,,,,"Jameson Taillon",11674,592791
"Carlos Martinez","STL",82.1,0.275,,0.21328125,,,0.13828125,0.228125,0.0109375,,,0.134375,,,,"Carlos Martinez",11682,593372
"Matt Harvey","BAL",127.2,0.34050179,,,,,0.2078853,0.19310036,0.13978495,,,0.1187276,,,,"Matt Harvey",11713,518774
"Luke Jackson","ATL",63.2,0.3563981,,,,,,0.51753555,0.12606635,,,,,,,"Luke Jackson",11752,592426
"Drew Smyly","ATL",126.2,0.01543499,,0.1150608,,,0.44995323,,0.01403181,0.40551918,,,,,,"Drew Smyly",11760,592767
"Hansel Robles","- - -",69,0.55105485,,,,,0.00675105,0.1443038,0.00084388,,,0.29704641,,,,"Hansel Robles",11801,570663
"Héctor Neris","PHI",74.1,0.36604988,,,0.40627514,,0.19227675,0.03539823,,,,,,,,"Hector Neris",11804,593576
"Taijuan Walker","NYM",159,0.35425657,,0.00666928,0.14319341,,0.21734013,0.2051785,0.0733621,,,,,,,"Taijuan Walker",11836,592836
"Chris Martin","ATL",43.1,0.39090909,,0.18484848,0.12424242,,0.14090909,0.08030303,0.07878788,,,,,,,"Chris Martin",11847,455119
"Michael Feliz","- - -",20,0.58108108,,,,,,0.34324324,,,,0.07567568,,,,"Michael Feliz",11903,593140
"Matt Andriese","- - -",48.1,0.43859649,,0.05146199,,,0.04444444,,0.12631579,,,0.33918129,,,,"Matt Andriese",12022,542882
"Kyle Hendricks","CHC",181,0.17835529,,,,,0.42755429,,0.11712353,,,0.27696689,,,,"Kyle Hendricks",12049,543294
"Yimi García","- - -",57.2,0.39088983,,,,,0.0625,0.30084746,0.18220339,,,0.06355932,,,,"Yimi Garcia",12095,554340
"Domingo Tapia","- - -",33.2,0.15,,0.01538462,,,0.58076923,0.19230769,,,,0.06153846,,,,"Domingo Tapia",12178,593619
"Dan Winkler","CHC",39.2,0.2,,0.66329114,,,0.06329114,,0.07088608,,,0.00253165,,,,"Dan Winkler",12237,595465
"Evan Marshall","CHW",27.1,0.24137931,,,,,0.12413793,,0.28275862,,,0.35172414,,,,"Evan Marshall",12297,605359
"Chris Bassitt","OAK",157.1,0.19277614,,0.18059639,,,0.35699286,0.10289794,0.06467871,,,0.10205796,,,,"Chris Bassitt",12304,605135
"Jacob Barnes","- - -",28.2,0.54736842,,0.37017544,,,,0.00877193,,,,0.07368421,,,,"Jacob Barnes",12323,606930
"Spencer Patton","TEX",42.1,0.56453901,,,0.09503546,,0.00425532,0.33617021,,,,,,,,"Spencer Patton",12361,607359
"Seth Lugo","NYM",46.1,0.29041096,,,,,0.24931507,0.14383562,0.28493151,,,0.03150685,,,,"Seth Lugo",12447,607625
"Blake Treinen","LAD",72.1,0.07488584,,0.29954338,,,0.2739726,0.35068493,,,,0.00091324,,,,"Blake Treinen",12572,595014
"Nick Ramirez","SDP",20.1,0.01273885,,0.18471338,,,0.28980892,0.10828025,,0.00955414,,0.39490446,,,,"Nick Ramirez",12575,598286
"Adam Morgan","CHC",25.1,0.14027149,,,,,0.2081448,0.47058824,0.10633484,,,0.07466063,,,,"Adam Morgan",12580,605388
"Ryne Harper","WSN",35.2,0.21869489,,,,,,0.15520282,0.52557319,0.1005291,,,,,,"Ryne Harper",12680,607560
"Trevor Bauer","LAD",107.2,0.40067152,,0.21600448,,,0.05931729,0.18578623,,0.11191942,,0.02630106,,,,"Trevor Bauer",12703,545333
"Adrian Houser","MIL",142.1,0.13435374,,,,,0.53826531,0.07270408,0.14370748,,,0.11096939,,,,"Adrian Houser",12718,605288
"Rafael Montero","- - -",49.1,0.35476464,,,,,0.25947187,0.19402985,,,,0.19173364,,,,"Rafael Montero",12760,606160
"Sonny Gray","CIN",135.1,0.23788151,,0.00493716,,,0.29129264,0.2010772,0.22666068,0.00493716,,0.03321364,,,,"Sonny Gray",12768,543243
"Burch Smith","OAK",43.1,0.68879056,,0.00147493,,,,0.01769912,0.15634218,,,0.13569322,,,,"Burch Smith",12784,572143
"Noé Ramirez","- - -",36,0.37478411,,,,,,,0.32642487,,,0.29879102,,,,"Noe Ramirez",12800,598287
"Matt Wisler","- - -",48.2,0.09148666,,,,,,0.90851334,,,,,,,,"Matt Wisler",12804,605538
"Andrew Kittredge","TBR",71.2,0.10590631,,,,,0.43991853,0.45112016,,,,0.00305499,,,,"Andrew Kittredge",12828,552640
"Shawn Armstrong","- - -",36,0.55036496,,0.32992701,,,,0.11970803,,,,,,,,"Shawn Armstrong",12857,542888
"Matt Barnes","BOS",54.2,0.49836779,,,,,,,,0.48422198,,0.01741023,,,,"Matt Barnes",12863,598264
"Tyler Anderson","- - -",167,0.37317448,,0.26133743,,,0.10338201,0.00922367,0.00614912,0.00038432,,0.24634896,,,,"Tyler Anderson",12880,542881
"Alex Claudio","LAA",32.2,0.14310051,,,,,0.34241908,0.27086882,,,,0.24361158,,,,"Alex Claudio",12890,592222
"Dylan Bundy","LAA",90.2,0.34251969,,,,,0.17257218,0.21128609,0.13648294,,,0.13713911,,,,"Dylan Bundy",12917,605164
"Archie Bradley","PHI",51,0.4679696,,,,,0.23778502,,,0.15526602,,0.13897937,,,,"Archie Bradley",12918,605151
"Joe Musgrove","SDP",181.1,0.20319946,,0.18209666,,,0.05105514,0.27773996,0.23757658,,,0.0483322,,,,"Joe Musgrove",12970,605397
"Joe Ross","WSN",108,0.16,,,,,0.46588235,0.31294118,,,,0.06117647,,,,"Joe Ross",12972,605452
"Andrew Chafin","- - -",68.2,0.29567054,,,,,0.43928194,0.26399155,,,,0.00105597,,,,"Andrew Chafin",12988,605177
"Anthony DeSclafani","SFG",167.2,0.27052385,,,,,0.18647381,0.35691947,,0.08131353,,0.10476935,,,,"Anthony DeSclafani",13050,543101
"Yu Darvish","SDP",166.1,0.22109827,,0.02528902,0.04877168,,0.08236994,0.53793353,0.0458815,0.03865607,,,,,,"Yu Darvish",13074,506433
"Gerrit Cole","NYY",181.1,0.47153924,,,,,0.00808353,0.22196026,,0.15661839,,0.14179859,,,,"Gerrit Cole",13125,543037
"Eduardo Rodriguez","BOS",157.2,0.399853,,0.17714076,,,0.11172363,0.08085263,,,,0.23042999,,,,"Eduardo Rodriguez",13164,593958
"Kyle Crick","PIT",24.1,0.37096774,,,,,0.01612903,0.60829493,,,,0.00460829,,,,"Kyle Crick",13182,605195
"Zach Davies","CHC",148,0.02910361,,0.07528133,,,0.4951494,0.00582072,0.06946061,,,0.32518432,,,,"Zach Davies",13183,605200
"Michael Fulmer","DET",69.2,0.17468354,,0.36962025,,,0.28270042,0.02953586,0.03037975,,,0.11308017,,,,"Michael Fulmer",13218,605242
"Louis Head","TBR",35,0.52380952,,,,,,0.47069597,,,,0.00549451,,,,"Louis Head",13259,545343
"Ross Stripling","TOR",101.1,0.50948992,,,,,,0.18386714,,0.15361803,,0.15302491,,,,"Ross Stripling",13273,548389
"Danny Coulombe","MIN",34.1,0.25330813,,,,,0.07939509,0.41965974,0.01701323,0.23062382,,,,,,"Danny Coulombe",13293,543056
"Adrian Sampson","CHC",35.1,0.19855596,,0.03790614,,,0.39169675,0.12815884,,,,0.24368231,,,,"Adrian Sampson",13339,592716
"Luis Cessa","- - -",64.2,0.20915713,,0.00104058,,,0.10613944,0.56191467,0.00416233,,,0.11758585,,,,"Luis Cessa",13345,570666
"Hoby Milner","MIL",21.2,0.52926209,,,,,0.03307888,0.35877863,,,,0.07888041,,,,"Hoby Milner",13346,571948
"Cam Bedrosian","- - -",25,0.50213675,,,0.25213675,,,0.2457265,,,,,,,,"Cam Bedrosian",13360,592135
"Steven Matz","TOR",150.2,,,,,,0.51935862,0.08212749,0.1662104,,,0.23230348,,,,"Steven Matz",13361,571927
"Dylan Floro","MIA",64,0.30762082,,,,,0.32156134,0.13104089,,,,0.23977695,,,,"Dylan Floro",13394,571670
"Sam Selman","- - -",25,0.55060729,,,,,0.00404858,0.44534413,,,,,,,,"Sam Selman",13397,572125
"Marcus Stroman","NYM",179,0.02631579,,0.15570175,0.16081871,,0.42178363,0.03472222,0.20065789,,,,,,,"Marcus Stroman",13431,573186
"Pierce Johnson","SDP",58.2,0.31423114,,,,,0.01146132,,0.67430755,,,,,,,"Pierce Johnson",13435,572955
"Taylor Rogers","MIN",40.1,,,,,,0.45839874,0.54160126,,,,,,,,"Taylor Rogers",13449,573124
"Lucas Sims","CIN",47,0.41226994,,,,,,0.34355828,0.2404908,,,0.00368098,,,,"Lucas Sims",13470,608371
"Daniel Norris","- - -",57,0.47469636,,,,,,0.22672065,,,,0.298583,,,,"Daniel Norris",13475,596057
"Blake Snell","SDP",128.2,0.52559727,,,,,,0.24104096,0.13481229,,,0.09854949,,,,"Blake Snell",13543,605483
"Richard Rodríguez","- - -",64.1,0.86122881,,,,,,0.13877119,,,,,,,,"Richard Rodriguez",13549,593144
"Steven Okert","MIA",36,0.32113145,,,,,0.08319468,0.59567388,,,,,,,,"Steven Okert",13580,595345
"Robert Stephenson","COL",46,0.49413299,,0.00912647,0.00782269,,,0.28292047,0.20599739,,,,,,,"Robert Stephenson",13594,596112
"Jakob Junis","KCR",39.1,0.3476874,,0.1738437,,,0.0414673,0.39872408,0.00478469,,,0.03349282,,,,"Jakob Junis",13619,596001
"Clay Holmes","- - -",70,0.00088968,,,,,0.58896797,0.28469751,0.12544484,,,,,,,"Clay Holmes",13649,605280
"Jharel Cotton","TEX",30.2,0.46210721,,0.012939,,,,0.13863216,0.0831793,,,0.30314233,,,,"Jharel Cotton",13654,605194
"John Gant","- - -",110,0.12911392,,0.19696203,,,0.36303797,0.03037975,0.0556962,,,0.22481013,,,,"John Gant",13684,607231
"Sal Romano","- - -",25,0.01372998,,,,,0.61098398,0.35469108,,0.02059497,,,,,,"Sal Romano",13690,607219
"Robert Gsellman","NYM",28.2,0.04918033,,,,,0.57611241,0.19672131,0.01405152,,,0.16393443,,,,"Robert Gsellman",13696,607229
"Jake Faria","ARI",32.2,0.56025039,,,0.20500782,,0.00156495,0.07511737,0.15805947,,,,,,,"Jake Faria",13699,607188
