Name,Team,IP,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,NameASCII,PlayerId,MLBAMID
"Tyler Mahle","MIN",25.2,69,87.49264705882354,103.7,108.5,14.63768115942029,6,0.08695652,27,0.39130435,3.1558442340168207,3.23646787751791,"Tyler Mahle",16358,641816
"David Robertson","- - -",65.1,163,89.25875244140624,104.7,109.6,15.15625,10,0.06134969,61,0.37423313,3.030612480834064,3.2398623628196552,"David Robertson",8241,502085
"Matt Brash","SEA",70.2,166,88.05514914772728,104.4,108.4,12.44848484848485,8,0.04819277,57,0.34337349,3.056604543586292,3.2579856000652807,"Matt Brash",25756,666374
"Brent Suter","COL",69.1,209,84.00447834071828,101.9,108,11.905940594059405,7,0.03349282,55,0.26315789,3.3750002475885426,3.2588615358947846,"Brent Suter",13942,608718
"Craig Kimbrel","PHI",69,152,90.12236585115132,104,110.2,18.30921052631579,16,0.10526316,71,0.46710526,3.260869565217391,3.260540789823137,"Craig Kimbrel",6655,518886
"A.J. Minter","ATL",64.2,157,87.84902216094771,104.7,108.7,17.673202614379086,11,0.07006369,57,0.36305732,3.7577325498809104,3.2609368552494553,"A.J. Minter",18655,621345
"Kutter Crawford","BOS",129.1,351,87.75413161057692,105.1,111.9,20.353276353276353,27,0.07692308,124,0.35327635,4.036082632952922,3.276089535378571,"Kutter Crawford",20531,676710
"Héctor Neris","HOU",68.1,162,86.50258316532258,104.8,112.7,19.419354838709676,13,0.08024691,45,0.27777778,1.7121952493952495,3.279297919555634,"Hector Neris",11804,593576
"Ryan Thompson","- - -",30.2,88,86.89059053308823,104.1,113.5,5.0588235294117645,5,0.05681818,30,0.34090909,3.8152179449853816,3.286416756629124,"Ryan Thompson",16647,657044
"John Brebbia","SFG",38.1,100,90.74599853515625,103.9,109.9,21.3,10,0.1,44,0.44,3.991305175305486,3.296811914471178,"John Brebbia",12777,605154
"Ryan Borucki","PIT",40.1,111,85.71009168712371,103.5,111.2,11.036697247706423,7,0.06306306,33,0.2972973,2.4545461123014705,3.296841706153479,"Ryan Borucki",16350,621366
"Yennier Cano","BAL",72.2,202,88.38223746827411,105.6,113.7,-2.4824120603015074,11,0.05445545,77,0.38118812,2.1055051029637792,3.3027089730239845,"Yennier Cano",25911,666974
"Jordan Romano","TOR",59,150,88.99121753589527,104,112.8,16.635135135135137,11,0.07333333,55,0.36666667,2.8983054595307767,3.307701804555485,"Jordan Romano",16122,605447
"Josh Sborz","TEX",52.1,131,89.90923227163462,104.4,113.3,12.046153846153846,11,0.08396947,53,0.40458015,5.5031856493688585,3.3098459946194883,"Josh Sborz",18323,622250
"Will Smith","TEX",57.1,154,88.1671078330592,103.8,116.1,20.388157894736842,12,0.07792208,59,0.38311688,4.395349812030751,3.313779915607185,"Will Smith",8048,519293
"Matt Moore","- - -",52.2,140,88.42740794994214,102.8,110.5,16.42222222222222,11,0.07857143,51,0.36428571,2.5632914022611897,3.321190527768538,"Matt Moore",1890,519043
"Shelby Miller","LAD",42,100,89.53736985331834,104.3,113.7,14.848484848484848,7,0.07,37,0.37,1.7142858699876575,3.3240860383475557,"Shelby Miller",10197,571946
"Cole Ragans","- - -",96,236,87.83246457318722,102.5,113.6,10.558441558441558,15,0.06355932,87,0.36864407,3.468750275671504,3.3240949942225613,"Cole Ragans",21846,666142
"Jordan Hicks","- - -",65.2,168,86.660841608622,104.8,109.7,-0.10240963855421686,9,0.05357143,60,0.35714286,3.289340515537811,3.3248348358315996,"Jordan Hicks",19618,663855
"Max Scherzer","- - -",152.2,398,88.52632763053798,104.3,111.7,20.131645569620254,34,0.08542714,147,0.36934673,3.7729258270417896,3.337969694538759,"Max Scherzer",3137,453286
"Kevin Kelly","TBR",67,195,87.02615184294872,104.3,110,10.34871794871795,7,0.03589744,64,0.32820513,3.0895529424303976,3.344355010298547,"Kevin Kelly",25679,687330
"Hunter Harvey","WSN",60.2,153,89.61973812705592,105,112.8,11.69078947368421,13,0.08496732,63,0.41176471,2.818681791315065,3.344989250156395,"Hunter Harvey",15507,640451
"Freddy Peralta","MIL",165.2,410,87.63728780864197,104.9,114.7,14.577777777777778,35,0.08536585,154,0.37560976,3.857143093985243,3.3481552681147106,"Freddy Peralta",18679,642547
"Dustin May","LAD",48,135,88.9888888888889,103.9,113.5,11.25925925925926,7,0.05185185,54,0.4,2.625,3.349068524664043,"Dustin May",19716,669160
"Jay Jackson","TOR",29.2,79,86.96410506810898,103.3,114.9,18.26923076923077,6,0.07594937,28,0.35443038,2.1235958241917205,3.351279189672069,"Jay Jackson",7432,543351
"Bryan Baker","BAL",45,110,90.03394674598624,105.4,112.5,20.81651376146789,8,0.07272727,40,0.36363636,3.6000009155275765,3.3541492551123984,"Bryan Baker",19804,641329
"Steven Wilson","SDP",53,132,87.19318181818181,103.7,110.4,27.696969696969695,11,0.08333333,44,0.33333333,3.9056609395816646,3.355507388801542,"Steven Wilson",20353,621051
"Jake Diekman","- - -",56.2,140,84.5744504162865,102.2,109.8,12.408759124087592,7,0.05,38,0.27142857,3.335294828646062,3.394392629991821,"Jake Diekman",5003,518617
"Dylan Floro","- - -",56.2,170,87.11834319526628,103.4,112.8,5.224852071005917,5,0.02941176,63,0.37058824,4.7647065773143265,3.3986186744004816,"Dylan Floro",13394,571670
"Tim Mayza","TOR",53.1,147,87.30000135633681,105.2,113.7,1.8819444444444444,6,0.04081633,58,0.39455782,1.5187505793573681,3.401908329605326,"Tim Mayza",15042,641835
"Corbin Burnes","MIL",193.2,510,86.4019669660433,104.1,111.8,10.456692913385826,27,0.05294118,165,0.32352941,3.392427028448635,3.4157803510332596,"Corbin Burnes",19361,669203
"Emmet Sheehan","LAD",60.1,157,89.68981156075836,104.3,121.2,20.8343949044586,17,0.10828025,66,0.42038217,4.922652037449875,3.4322484149430137,"Emmet Sheehan",29839,686218
"Gabe Speier","SEA",54.2,138,88.51184895833333,105.1,109.2,6.962962962962963,12,0.08695652,58,0.42028986,3.7865868631683135,3.4355363345954744,"Gabe Speier",17170,642100
"Brooks Raley","NYM",54.2,144,85.79859430017606,103.8,112.3,15.71830985915493,7,0.04861111,42,0.29166667,2.798781399213735,3.435757282854613,"Brooks Raley",10061,548384
"Bobby Miller","LAD",124.1,348,88.34302325581395,104,114.3,10.311046511627907,21,0.06034483,131,0.37643678,3.764075221005978,3.440093725221292,"Bobby Miller",27483,676272
"Gerrit Cole","NYY",209,544,89.22201492537313,104.4,114.9,14.753731343283581,41,0.07536765,213,0.39154412,2.626794258373206,3.4461439049344644,"Gerrit Cole",13125,543037
"Alexis Díaz","CIN",67.1,154,89.76824456292229,102.8,109.1,17.97972972972973,10,0.06493506,64,0.41558442,3.07425765796757,3.4552716252065516,"Alexis Diaz",21132,664747
"Fernando Cruz","CIN",66,151,88.90738519246146,104.8,112.7,16.845637583892618,15,0.09933775,62,0.41059603,4.909091547501072,3.468028067763483,"Fernando Cruz",7048,518585
"Ian Hamilton","NYY",58,141,86.00780037954344,103.7,112.8,4.829787234042553,8,0.05673759,52,0.36879433,2.637931381479642,3.4812867125615856,"Ian Hamilton",19261,641656
"Tyler Holton","DET",85.1,231,86.14166666332044,103.6,113.6,12.228070175438596,16,0.06926407,75,0.32467532,2.1093753143214156,3.484742305683251,"Tyler Holton",26231,663947
"Trevor Gott","- - -",58,176,88.19422021766619,104,111.8,13.362068965517242,8,0.04545455,64,0.36363636,4.189655861304688,3.4860468963144045,"Trevor Gott",15046,641627
"Taylor Rogers","SFG",51.2,124,89.67916666666666,104.8,109.4,15.883333333333333,12,0.09677419,56,0.4516129,3.832259101987042,3.487865751825602,"Taylor Rogers",13449,573124
"Michael King","NYY",104.2,267,86.82083037405303,104.6,113,12.56439393939394,19,0.07116105,89,0.33333333,2.751592724399445,3.4916352963219053,"Michael King",19853,650633
"Bryan Woo","SEA",87.2,240,87.39324564873418,103.2,115.6,13.877637130801688,15,0.0625,81,0.3375,4.2091255973881365,3.4958653908533033,"Bryan Woo",30279,693433
"Ryan Brasier","- - -",59.2,160,89.45283018867924,104.4,111.6,12.76875,6,0.0375,68,0.425,3.0167600015535836,3.4997633451660723,"Ryan Brasier",5615,518489
"Jimmy Cordero","NYY",32.2,86,88.53023511309956,103,108.3,4.930232558139535,4,0.04651163,33,0.38372093,3.857143833060553,3.5106108982200865,"Jimmy Cordero",15690,622772
"Yimi García","TOR",66,182,86.98146177141854,104.4,112.8,10.696629213483146,12,0.06593407,64,0.35164835,4.09091003670202,3.5110183641565773,"Yimi Garcia",12095,554340
"Abner Uribe","MIL",30.2,67,89.66307842548076,105,109.8,8.430769230769231,4,0.05970149,29,0.43283582,1.7608698207624838,3.5192897236579013,"Abner Uribe",25327,682842
"Justin Steele","CHC",173.1,497,87.80061383928572,103.6,111.1,9.30204081632653,27,0.05432596,182,0.36619718,3.063461628355221,3.5260905483099805,"Justin Steele",17312,657006
"Daniel Duarte","CIN",31.2,92,85.6304347826087,103.1,110.5,12.521739130434783,4,0.04347826,30,0.32608696,3.69473780645253,3.5285724346160143,"Daniel Duarte",17480,650960
"Huascar Brazobán","MIA",58.2,157,85.35526315789474,103.7,110.9,7.928104575163399,11,0.07006369,44,0.28025478,4.142046442086282,3.5358010897065513,"Huascar Brazoban",6107,623211
"Jesse Chavez","ATL",34.2,90,87.15168539325843,102.3,108,7.235955056179775,3,0.03333333,30,0.33333333,1.5576925505195522,3.5442705840922333,"Jesse Chavez",5448,445926
"Tyler Glasnow","TBR",120,285,90.43736793816726,106.1,112.9,5.791519434628976,33,0.11578947,127,0.44561404,3.525,3.5527100930662954,"Tyler Glasnow",14374,607192
"Ryan Pressly","HOU",65.1,177,91.25197519420904,105.2,109.8,6.6892655367231635,16,0.09039548,77,0.43502825,3.581632931894803,3.553774294732955,"Ryan Pressly",7005,519151
"Joe Ryan","MIN",161.2,435,90.0453488372093,104.4,116,20.4199535962877,38,0.08735632,181,0.41609195,4.509278634252088,3.5580880659488443,"Joe Ryan",21390,657746
"Adam Ottavino","NYM",61.2,162,88.56937255859376,104.4,112.2,7.19375,6,0.03703704,66,0.40740741,3.2108111418452023,3.5607580626980915,"Adam Ottavino",1247,493603
"Robert Garcia","- - -",32,82,85.12564360789763,104.7,112.8,13.76923076923077,3,0.03658537,25,0.30487805,3.6562505482289365,3.5631186529629746,"Robert Garcia",23363,676395
"Trevor Richards","TOR",72.2,173,88.4749975869822,103.5,112.7,17.273255813953487,18,0.10404624,65,0.37572254,4.954129133890013,3.563186321525553,"Trevor Richards",19309,670950
"Jalen Beeks","TBR",42.1,123,88.29508196721312,103.4,113.3,10.139344262295081,9,0.07317073,43,0.3495935,5.952756620723289,3.566243110313458,"Jalen Beeks",17192,656222
"Kenny Rosenberg","LAA",33,102,88.00882257199756,105.2,112.4,16.49019607843137,7,0.06862745,31,0.30392157,3.8181818181818183,3.567119245772752,"Kenny Rosenberg",20009,670046
"Caleb Thielbar","MIN",30.2,78,88.55194805194805,105.3,114,20.4025974025974,9,0.11538462,28,0.35897436,3.2282615388500253,3.5763820427586763,"Caleb Thielbar",10078,573204
"Aaron Bummer","CHW",58.1,148,89.23861799568965,104.4,113.8,-2.0273972602739727,4,0.02702703,66,0.44594595,6.788573796238071,3.5798954107092356,"Aaron Bummer",16258,607481
"Nick Anderson","ATL",35.1,96,90.8189453125,104,110.5,15.885416666666666,9,0.09375,40,0.41666667,3.05660388358508,3.5811434031476947,"Nick Anderson",18337,623433
"Bailey Ober","MIN",144.1,395,88.23427509590793,103.8,112.1,20.015345268542198,38,0.09620253,141,0.35696203,3.4295613217804912,3.584564997206123,"Bailey Ober",21224,641927
"Bowden Francis","TOR",36.1,92,90.00769445398352,104,108.8,17.98901098901099,10,0.10869565,38,0.41304348,1.7339451968615047,3.61204752835493,"Bowden Francis",20548,670102
"Eury Pérez","MIA",91.1,233,89.79735682819383,104.4,113.2,23.47136563876652,25,0.10729614,94,0.40343348,3.153284847136162,3.612733069365054,"Eury Perez",27768,691587
"Colin Holderman","PIT",56,160,89.05534468356919,104.3,110.2,6.40251572327044,8,0.05,69,0.43125,3.8571433826369397,3.6137323980020852,"Colin Holderman",22361,670059
"Adbert Alzolay","CHC",64,168,89.4347549066311,105.1,111.9,12.921212121212122,10,0.05952381,62,0.36904762,2.6718753185123587,3.615478951814251,"Adbert Alzolay",17859,640470
"Justin Verlander","- - -",162.1,475,89.98344197850318,104.2,118.3,18.929936305732483,39,0.08210526,196,0.41263158,3.215605699110627,3.6204836561354354,"Justin Verlander",8700,434378
"Chris Sale","BOS",102.2,263,87.92625633445945,103.4,113.9,15.617760617760618,22,0.08365019,91,0.3460076,4.295454651856228,3.6229868960286407,"Chris Sale",10603,519242
"JT Chargois","MIA",42.1,121,87.74396383351294,104.1,111.7,4.220338983050848,5,0.04132231,41,0.33884298,3.61417398825872,3.6282700800045307,"JT Chargois",13767,608638
"Logan Gilbert","SEA",190.2,543,90.51189300650557,104.8,117.3,13.641263940520446,49,0.09023941,242,0.44567219,3.729021177973243,3.6346633145239866,"Logan Gilbert",22250,669302
"Logan Webb","SFG",216,620,90.70868980532786,106.2,114.2,0.6029411764705882,43,0.06935484,285,0.45967742,3.25,3.6377484543635603,"Logan Webb",17995,657277
"Chris Stratton","- - -",82.2,230,89.68942731277534,103.6,114,17.251101321585903,19,0.0826087,90,0.39130435,3.919355682726515,3.642264198479719,"Chris Stratton",13761,608717
"Scott Alexander","SFG",48.1,165,90.35398593270706,105.3,111.3,-0.6380368098159509,7,0.04242424,56,0.33939394,4.655173638488148,3.644646596909324,"Scott Alexander",10591,518397
"Emilio Pagán","MIN",69.1,186,90.63587387748386,104.1,108.6,19.918478260869566,14,0.07526882,84,0.4516129,2.985577470628568,3.652518328777609,"Emilio Pagan",14771,641941
"Alex Vesia","LAD",49.2,134,92.10303034926906,106.4,117.1,23.803030303030305,11,0.08208955,57,0.42537313,4.348994179334024,3.6529840887057667,"Alex Vesia",25007,681911
"Jovani Morán","MIN",42.1,109,86.15577110877403,103.8,111,15.125,7,0.06422018,30,0.27522936,5.314962226375738,3.6570928846762727,"Jovani Moran",20422,663558
"Chris Murphy","BOS",47.2,145,87.05106521498227,102.1,112.6,12.5177304964539,10,0.06896552,48,0.33103448,4.9090915638705654,3.6607384647179866,"Chris Murphy",26214,669684
"Nestor Cortes","NYY",63.1,176,89.61885602678572,104.8,111.6,26.582857142857144,13,0.07386364,73,0.41477273,4.973684310384736,3.662018391393066,"Nestor Cortes",17874,641482
"Ian Gibaut","CIN",75.2,217,86.74976159037558,102.9,109.2,16.15962441314554,13,0.05990783,69,0.31797235,3.330397259305738,3.6734141918250995,"Ian Gibaut",17871,664139
"Yerry De los Santos","PIT",24.1,72,88.12112813600352,102,108.9,2.056338028169014,4,0.05555556,22,0.30555556,3.328767819081726,3.6838505925414027,"Yerry De los Santos",21420,660787
"Tyler Alexander","DET",44,130,89.22913222425566,103.9,113.1,18.771653543307085,14,0.10769231,52,0.4,4.500000390139527,3.692338124138761,"Tyler Alexander",17735,641302
"Sonny Gray","MIN",184,510,89.12970297029703,104.4,113.7,9.60990099009901,35,0.06862745,200,0.39215686,2.7880434782608696,3.6927458781955993,"Sonny Gray",12768,543243
